"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","HUR","TOT","PC_LF","A","2015",5.291667,
"USA","HUR","TOT","PC_LF","A","2016",4.866667,
"USA","HUR","TOT","PC_LF","A","2017",4.35,
"USA","HUR","TOT","PC_LF","A","2018",3.9,
"USA","HUR","TOT","PC_LF","A","2019",3.666667,
"USA","HUR","TOT","PC_LF","A","2020",8.091666,
"CHL","HUR","TOT","PC_LF","A","2005",9.235,
"CHL","HUR","TOT","PC_LF","A","2006",7.8,
"CHL","HUR","TOT","PC_LF","A","2007",7.13,
"CHL","HUR","TOT","PC_LF","A","2008",7.7925,
"CHL","HUR","TOT","PC_LF","A","2009",9.675,
"CHL","HUR","TOT","PC_LF","A","2010",8.15,
"CHL","HUR","TOT","PC_LF","A","2011",7.125,
"CHL","HUR","TOT","PC_LF","A","2012",6.545561,
"CHL","HUR","TOT","PC_LF","A","2013",6.08222,
"CHL","HUR","TOT","PC_LF","A","2014",6.495096,
"CHL","HUR","TOT","PC_LF","A","2015",6.328377,
"CHL","HUR","TOT","PC_LF","A","2016",6.684913,
"CHL","HUR","TOT","PC_LF","A","2017",6.965175,
"CHL","HUR","TOT","PC_LF","A","2018",7.376639,
"CHL","HUR","TOT","PC_LF","A","2019",7.22264,
"CHL","HUR","TOT","PC_LF","A","2020",10.77024,
"EST","HUR","TOT","PC_LF","A","2005",7.975,
"EST","HUR","TOT","PC_LF","A","2006",5.941667,
"EST","HUR","TOT","PC_LF","A","2007",4.6,
"EST","HUR","TOT","PC_LF","A","2008",5.516667,"B"
"EST","HUR","TOT","PC_LF","A","2009",13.475,
"EST","HUR","TOT","PC_LF","A","2010",16.58333,
"EST","HUR","TOT","PC_LF","A","2011",12.35,
"EST","HUR","TOT","PC_LF","A","2012",9.908334,
"EST","HUR","TOT","PC_LF","A","2013",8.491667,
"EST","HUR","TOT","PC_LF","A","2014",7.316667,
"EST","HUR","TOT","PC_LF","A","2015",6.391667,
"EST","HUR","TOT","PC_LF","A","2016",6.833333,
"EST","HUR","TOT","PC_LF","A","2017",5.808333,
"EST","HUR","TOT","PC_LF","A","2018",5.391667,
"EST","HUR","TOT","PC_LF","A","2019",4.483333,
"EST","HUR","TOT","PC_LF","A","2020",6.883333,
"ISR","HUR","TOT","PC_LF","A","2005",8.989903,
"ISR","HUR","TOT","PC_LF","A","2006",8.403837,
"ISR","HUR","TOT","PC_LF","A","2007",7.318558,
"ISR","HUR","TOT","PC_LF","A","2008",6.099141,
"ISR","HUR","TOT","PC_LF","A","2009",7.544086,
"ISR","HUR","TOT","PC_LF","A","2010",6.636595,
"ISR","HUR","TOT","PC_LF","A","2011",5.602376,"B"
"ISR","HUR","TOT","PC_LF","A","2012",6.85,
"ISR","HUR","TOT","PC_LF","A","2013",6.208333,
"ISR","HUR","TOT","PC_LF","A","2014",5.908333,
"ISR","HUR","TOT","PC_LF","A","2015",5.241667,
"ISR","HUR","TOT","PC_LF","A","2016",4.808333,
"ISR","HUR","TOT","PC_LF","A","2017",4.216667,
"ISR","HUR","TOT","PC_LF","A","2018",4,
"ISR","HUR","TOT","PC_LF","A","2019",3.8,
"ISR","HUR","TOT","PC_LF","A","2020",4.325,
"SVN","HUR","TOT","PC_LF","A","2005",6.541667,
"SVN","HUR","TOT","PC_LF","A","2006",5.991667,
"SVN","HUR","TOT","PC_LF","A","2007",4.858333,
"SVN","HUR","TOT","PC_LF","A","2008",4.391667,
"SVN","HUR","TOT","PC_LF","A","2009",5.85,
"SVN","HUR","TOT","PC_LF","A","2010",7.258333,
"SVN","HUR","TOT","PC_LF","A","2011",8.183333,
"SVN","HUR","TOT","PC_LF","A","2012",8.85,
"SVN","HUR","TOT","PC_LF","A","2013",10.10833,
"SVN","HUR","TOT","PC_LF","A","2014",9.7,
"SVN","HUR","TOT","PC_LF","A","2015",8.983334,
"SVN","HUR","TOT","PC_LF","A","2016",8.008333,
"SVN","HUR","TOT","PC_LF","A","2017",6.575,
"SVN","HUR","TOT","PC_LF","A","2018",5.125,
"SVN","HUR","TOT","PC_LF","A","2019",4.441667,
"SVN","HUR","TOT","PC_LF","A","2020",4.983333,
"OECD","HUR","TOT","PC_LF","A","2005",6.863361,"E"
"OECD","HUR","TOT","PC_LF","A","2006",6.348756,"E"
"OECD","HUR","TOT","PC_LF","A","2007",5.855724,"E"
"OECD","HUR","TOT","PC_LF","A","2008",6.184852,"E"
"OECD","HUR","TOT","PC_LF","A","2009",8.31087,"E"
"OECD","HUR","TOT","PC_LF","A","2010",8.532716,"E"
"OECD","HUR","TOT","PC_LF","A","2011",8.124512,"E"
"OECD","HUR","TOT","PC_LF","A","2012",8.10669,"E"
"OECD","HUR","TOT","PC_LF","A","2013",8.014515,"E"
"OECD","HUR","TOT","PC_LF","A","2014",7.453276,"E"
"OECD","HUR","TOT","PC_LF","A","2015",6.889013,"E"
"OECD","HUR","TOT","PC_LF","A","2016",6.471787,"E"
"OECD","HUR","TOT","PC_LF","A","2017",5.940302,"E"
"OECD","HUR","TOT","PC_LF","A","2018",5.494464,"E"
"OECD","HUR","TOT","PC_LF","A","2019",5.420724,"E"
"OECD","HUR","TOT","PC_LF","A","2020",7.162346,"E"
"LVA","HUR","TOT","PC_LF","A","2005",10.04167,
"LVA","HUR","TOT","PC_LF","A","2006",7.033333,
"LVA","HUR","TOT","PC_LF","A","2007",6.075,
"LVA","HUR","TOT","PC_LF","A","2008",7.75,
"LVA","HUR","TOT","PC_LF","A","2009",17.55,
"LVA","HUR","TOT","PC_LF","A","2010",19.475,
"LVA","HUR","TOT","PC_LF","A","2011",16.20833,
"LVA","HUR","TOT","PC_LF","A","2012",15.04167,
"LVA","HUR","TOT","PC_LF","A","2013",11.85833,
"LVA","HUR","TOT","PC_LF","A","2014",10.84167,
"LVA","HUR","TOT","PC_LF","A","2015",9.875,
"LVA","HUR","TOT","PC_LF","A","2016",9.633333,
"LVA","HUR","TOT","PC_LF","A","2017",8.708333,
"LVA","HUR","TOT","PC_LF","A","2018",7.4,
"LVA","HUR","TOT","PC_LF","A","2019",6.316667,
"LVA","HUR","TOT","PC_LF","A","2020",8.091666,
"LTU","HUR","TOT","PC_LF","A","2005",8.316667,
"LTU","HUR","TOT","PC_LF","A","2006",5.791667,
"LTU","HUR","TOT","PC_LF","A","2007",4.258333,
"LTU","HUR","TOT","PC_LF","A","2008",5.825,
"LTU","HUR","TOT","PC_LF","A","2009",13.8,
"LTU","HUR","TOT","PC_LF","A","2010",17.84167,
"LTU","HUR","TOT","PC_LF","A","2011",15.39167,
"LTU","HUR","TOT","PC_LF","A","2012",13.40833,
"LTU","HUR","TOT","PC_LF","A","2013",11.8,
"LTU","HUR","TOT","PC_LF","A","2014",10.725,
"LTU","HUR","TOT","PC_LF","A","2015",9.133333,
"LTU","HUR","TOT","PC_LF","A","2016",7.9,
"LTU","HUR","TOT","PC_LF","A","2017",7.116667,
"LTU","HUR","TOT","PC_LF","A","2018",6.183333,
"LTU","HUR","TOT","PC_LF","A","2019",6.283333,
"LTU","HUR","TOT","PC_LF","A","2020",8.516666,
"COL","HUR","TOT","PC_LF","A","2007",11.29833,
"COL","HUR","TOT","PC_LF","A","2008",11.39,
"COL","HUR","TOT","PC_LF","A","2009",12.21583,
"COL","HUR","TOT","PC_LF","A","2010",11.9675,
"COL","HUR","TOT","PC_LF","A","2011",10.99167,
"COL","HUR","TOT","PC_LF","A","2012",10.505,
"COL","HUR","TOT","PC_LF","A","2013",9.7425,
"COL","HUR","TOT","PC_LF","A","2014",9.205,
"COL","HUR","TOT","PC_LF","A","2015",8.950833,
"COL","HUR","TOT","PC_LF","A","2016",9.226666,
"COL","HUR","TOT","PC_LF","A","2017",9.295834,
"COL","HUR","TOT","PC_LF","A","2018",9.529166,
"COL","HUR","TOT","PC_LF","A","2019",10.37083,
"COL","HUR","TOT","PC_LF","A","2020",15.86417,
"EST","HUR","WOMEN","PC_LF","A","2005",6.983333,
"EST","HUR","WOMEN","PC_LF","A","2006",5.541667,
"EST","HUR","WOMEN","PC_LF","A","2007",3.858333,
"EST","HUR","WOMEN","PC_LF","A","2008",5.091667,"B"
"EST","HUR","WOMEN","PC_LF","A","2009",10.23333,
"EST","HUR","WOMEN","PC_LF","A","2010",13.825,
"EST","HUR","WOMEN","PC_LF","A","2011",11.59167,
"EST","HUR","WOMEN","PC_LF","A","2012",8.875,
"EST","HUR","WOMEN","PC_LF","A","2013",7.975,
"EST","HUR","WOMEN","PC_LF","A","2014",6.725,
"EST","HUR","WOMEN","PC_LF","A","2015",6.191667,
"EST","HUR","WOMEN","PC_LF","A","2016",6.1,
"EST","HUR","WOMEN","PC_LF","A","2017",5.216667,
"EST","HUR","WOMEN","PC_LF","A","2018",5.191667,
"EST","HUR","WOMEN","PC_LF","A","2019",4.766667,
"EST","HUR","WOMEN","PC_LF","A","2020",6.733333,
"NLD","HUR","MEN","PC_LF","A","2005",6.016667,
"NLD","HUR","MEN","PC_LF","A","2006",5.05,
"NLD","HUR","MEN","PC_LF","A","2007",4.325,
"NLD","HUR","MEN","PC_LF","A","2008",3.941667,
"NLD","HUR","MEN","PC_LF","A","2009",4.808333,
"NLD","HUR","MEN","PC_LF","A","2010",5.516667,
"NLD","HUR","MEN","PC_LF","A","2011",5.591667,
"NLD","HUR","MEN","PC_LF","A","2012",6.366667,
"NLD","HUR","MEN","PC_LF","A","2013",8.008333,
"NLD","HUR","MEN","PC_LF","A","2014",7.966667,
"NLD","HUR","MEN","PC_LF","A","2015",7.458333,
"NLD","HUR","MEN","PC_LF","A","2016",6.508333,
"NLD","HUR","MEN","PC_LF","A","2017",5.408333,
"NLD","HUR","MEN","PC_LF","A","2018",4.641667,
"NLD","HUR","MEN","PC_LF","A","2019",4.325,
"NLD","HUR","MEN","PC_LF","A","2020",4.608333,
"KOR","HUR","WOMEN","PC_LF","A","2005",3.408333,
"KOR","HUR","WOMEN","PC_LF","A","2006",2.95,
"KOR","HUR","WOMEN","PC_LF","A","2007",2.641667,
"KOR","HUR","WOMEN","PC_LF","A","2008",2.625,
"KOR","HUR","WOMEN","PC_LF","A","2009",3.008333,
"KOR","HUR","WOMEN","PC_LF","A","2010",3.341667,
"KOR","HUR","WOMEN","PC_LF","A","2011",3.125,
"KOR","HUR","WOMEN","PC_LF","A","2012",2.958333,
"KOR","HUR","WOMEN","PC_LF","A","2013",2.833333,
"KOR","HUR","WOMEN","PC_LF","A","2014",3.475,
"KOR","HUR","WOMEN","PC_LF","A","2015",3.541667,
"KOR","HUR","WOMEN","PC_LF","A","2016",3.583333,
"KOR","HUR","WOMEN","PC_LF","A","2017",3.533333,
"KOR","HUR","WOMEN","PC_LF","A","2018",3.733333,
"KOR","HUR","WOMEN","PC_LF","A","2019",3.608333,
"KOR","HUR","WOMEN","PC_LF","A","2020",4.033333,
"SWE","HUR","WOMEN","PC_LF","A","2005",7.741667,"B"
"SWE","HUR","WOMEN","PC_LF","A","2006",7.416667,
"SWE","HUR","WOMEN","PC_LF","A","2007",6.608333,
"SWE","HUR","WOMEN","PC_LF","A","2008",6.683333,
"SWE","HUR","WOMEN","PC_LF","A","2009",8.15,
"SWE","HUR","WOMEN","PC_LF","A","2010",8.691667,
"SWE","HUR","WOMEN","PC_LF","A","2011",7.9,
"SWE","HUR","WOMEN","PC_LF","A","2012",7.891667,
"SWE","HUR","WOMEN","PC_LF","A","2013",8.008333,
"SWE","HUR","WOMEN","PC_LF","A","2014",7.883333,
"SWE","HUR","WOMEN","PC_LF","A","2015",7.425,
"SWE","HUR","WOMEN","PC_LF","A","2016",6.75,
"SWE","HUR","WOMEN","PC_LF","A","2017",6.583333,
"SWE","HUR","WOMEN","PC_LF","A","2018",6.358333,"B"
"SWE","HUR","WOMEN","PC_LF","A","2019",7.108333,
"SWE","HUR","WOMEN","PC_LF","A","2020",8.508333,
"IRL","HUR","MEN","PC_LF","A","2005",4.616667,
"IRL","HUR","MEN","PC_LF","A","2006",4.666667,
"IRL","HUR","MEN","PC_LF","A","2007",5.041667,
"IRL","HUR","MEN","PC_LF","A","2008",7.625,
"IRL","HUR","MEN","PC_LF","A","2009",15.13333,
"IRL","HUR","MEN","PC_LF","A","2010",17.15,
"IRL","HUR","MEN","PC_LF","A","2011",17.78333,
"IRL","HUR","MEN","PC_LF","A","2012",17.74167,
"IRL","HUR","MEN","PC_LF","A","2013",14.9,
"IRL","HUR","MEN","PC_LF","A","2014",12.725,
"IRL","HUR","MEN","PC_LF","A","2015",10.76667,
"IRL","HUR","MEN","PC_LF","A","2016",9.066667,
"IRL","HUR","MEN","PC_LF","A","2017",7.133333,
"IRL","HUR","MEN","PC_LF","A","2018",5.833333,
"IRL","HUR","MEN","PC_LF","A","2019",5.208333,
"IRL","HUR","MEN","PC_LF","A","2020",5.816667,
"POL","HUR","MEN","PC_LF","A","2005",16.74167,
"POL","HUR","MEN","PC_LF","A","2006",13.05833,
"POL","HUR","MEN","PC_LF","A","2007",9.025,
"POL","HUR","MEN","PC_LF","A","2008",6.4,"B"
"POL","HUR","MEN","PC_LF","A","2009",7.75,
"POL","HUR","MEN","PC_LF","A","2010",9.691667,
"POL","HUR","MEN","PC_LF","A","2011",9.358334,
"POL","HUR","MEN","PC_LF","A","2012",9.75,
"POL","HUR","MEN","PC_LF","A","2013",10.00833,
"POL","HUR","MEN","PC_LF","A","2014",8.75,
"POL","HUR","MEN","PC_LF","A","2015",7.525,
"POL","HUR","MEN","PC_LF","A","2016",6.25,
"POL","HUR","MEN","PC_LF","A","2017",4.966667,
"POL","HUR","MEN","PC_LF","A","2018",3.908333,
"POL","HUR","MEN","PC_LF","A","2019",3.075,
"POL","HUR","MEN","PC_LF","A","2020",3.125,
"FIN","HUR","WOMEN","PC_LF","A","2005",8.608334,
"FIN","HUR","WOMEN","PC_LF","A","2006",8.075,
"FIN","HUR","WOMEN","PC_LF","A","2007",7.183333,
"FIN","HUR","WOMEN","PC_LF","A","2008",6.675,"B"
"FIN","HUR","WOMEN","PC_LF","A","2009",7.433333,
"FIN","HUR","WOMEN","PC_LF","A","2010",7.641667,
"FIN","HUR","WOMEN","PC_LF","A","2011",7.158333,
"FIN","HUR","WOMEN","PC_LF","A","2012",7.041667,
"FIN","HUR","WOMEN","PC_LF","A","2013",7.491667,
"FIN","HUR","WOMEN","PC_LF","A","2014",7.858333,
"FIN","HUR","WOMEN","PC_LF","A","2015",8.608334,
"FIN","HUR","WOMEN","PC_LF","A","2016",8.4,
"FIN","HUR","WOMEN","PC_LF","A","2017",8.283334,
"FIN","HUR","WOMEN","PC_LF","A","2018",7.125,
"FIN","HUR","WOMEN","PC_LF","A","2019",6.175,
"FIN","HUR","WOMEN","PC_LF","A","2020",7.366667,
"GBR","HUR","WOMEN","PC_LF","A","2005",4.325,
"GBR","HUR","WOMEN","PC_LF","A","2006",5.025,
"GBR","HUR","WOMEN","PC_LF","A","2007",5.025,
"GBR","HUR","WOMEN","PC_LF","A","2008",5.15,
"GBR","HUR","WOMEN","PC_LF","A","2009",6.475,
"GBR","HUR","WOMEN","PC_LF","A","2010",6.95,
"GBR","HUR","WOMEN","PC_LF","A","2011",7.4,
"GBR","HUR","WOMEN","PC_LF","A","2012",7.475,
"GBR","HUR","WOMEN","PC_LF","A","2013",7.1,
"GBR","HUR","WOMEN","PC_LF","A","2014",5.9,
"GBR","HUR","WOMEN","PC_LF","A","2015",5.2,
"GBR","HUR","WOMEN","PC_LF","A","2016",4.725,
"GBR","HUR","WOMEN","PC_LF","A","2017",4.275,
"GBR","HUR","WOMEN","PC_LF","A","2018",4.025,
"GBR","HUR","WOMEN","PC_LF","A","2019",3.65,
"GBR","HUR","WOMEN","PC_LF","A","2020",4.275,
"GRC","HUR","WOMEN","PC_LF","A","2005",15.45,
"GRC","HUR","WOMEN","PC_LF","A","2006",13.75833,
"GRC","HUR","WOMEN","PC_LF","A","2007",12.90833,
"GRC","HUR","WOMEN","PC_LF","A","2008",11.53333,
"GRC","HUR","WOMEN","PC_LF","A","2009",13.5,
"GRC","HUR","WOMEN","PC_LF","A","2010",16.69167,
"GRC","HUR","WOMEN","PC_LF","A","2011",21.78333,
"GRC","HUR","WOMEN","PC_LF","A","2012",28.6,
"GRC","HUR","WOMEN","PC_LF","A","2013",31.725,
"GRC","HUR","WOMEN","PC_LF","A","2014",30.38333,
"GRC","HUR","WOMEN","PC_LF","A","2015",28.98333,
"GRC","HUR","WOMEN","PC_LF","A","2016",28.54167,
"GRC","HUR","WOMEN","PC_LF","A","2017",26.43333,
"GRC","HUR","WOMEN","PC_LF","A","2018",24.75833,
"GRC","HUR","WOMEN","PC_LF","A","2019",22.375,
"GRC","HUR","WOMEN","PC_LF","A","2020",21.525,
"KOR","HUR","MEN","PC_LF","A","2005",3.991667,
"KOR","HUR","MEN","PC_LF","A","2006",3.875,
"KOR","HUR","MEN","PC_LF","A","2007",3.675,
"KOR","HUR","MEN","PC_LF","A","2008",3.558333,
"KOR","HUR","MEN","PC_LF","A","2009",4.083333,
"KOR","HUR","MEN","PC_LF","A","2010",3.975,
"KOR","HUR","MEN","PC_LF","A","2011",3.608333,
"KOR","HUR","MEN","PC_LF","A","2012",3.383333,
"KOR","HUR","MEN","PC_LF","A","2013",3.275,
"KOR","HUR","MEN","PC_LF","A","2014",3.516667,
"KOR","HUR","MEN","PC_LF","A","2015",3.65,
"KOR","HUR","MEN","PC_LF","A","2016",3.75,
"KOR","HUR","MEN","PC_LF","A","2017",3.8,
"KOR","HUR","MEN","PC_LF","A","2018",3.941667,
"KOR","HUR","MEN","PC_LF","A","2019",3.891667,
"KOR","HUR","MEN","PC_LF","A","2020",3.9,
"BEL","HUR","MEN","PC_LF","A","2005",7.616667,
"BEL","HUR","MEN","PC_LF","A","2006",7.425,
"BEL","HUR","MEN","PC_LF","A","2007",6.675,
"BEL","HUR","MEN","PC_LF","A","2008",6.458333,"B"
"BEL","HUR","MEN","PC_LF","A","2009",7.825,
"BEL","HUR","MEN","PC_LF","A","2010",8.216666,
"BEL","HUR","MEN","PC_LF","A","2011",7.191667,
"BEL","HUR","MEN","PC_LF","A","2012",7.775,
"BEL","HUR","MEN","PC_LF","A","2013",8.833333,
"BEL","HUR","MEN","PC_LF","A","2014",9.141666,
"BEL","HUR","MEN","PC_LF","A","2015",9.3,
"BEL","HUR","MEN","PC_LF","A","2016",8.175,
"BEL","HUR","MEN","PC_LF","A","2017",7.191667,
"BEL","HUR","MEN","PC_LF","A","2018",6.4,
"BEL","HUR","MEN","PC_LF","A","2019",5.85,
"BEL","HUR","MEN","PC_LF","A","2020",5.966667,
"GBR","HUR","MEN","PC_LF","A","2005",5.2,
"GBR","HUR","MEN","PC_LF","A","2006",5.775,
"GBR","HUR","MEN","PC_LF","A","2007",5.575,
"GBR","HUR","MEN","PC_LF","A","2008",6.15,
"GBR","HUR","MEN","PC_LF","A","2009",8.575,
"GBR","HUR","MEN","PC_LF","A","2010",8.65,
"GBR","HUR","MEN","PC_LF","A","2011",8.7,
"GBR","HUR","MEN","PC_LF","A","2012",8.375,
"GBR","HUR","MEN","PC_LF","A","2013",8,
"GBR","HUR","MEN","PC_LF","A","2014",6.45,
"GBR","HUR","MEN","PC_LF","A","2015",5.5,
"GBR","HUR","MEN","PC_LF","A","2016",5.025,
"GBR","HUR","MEN","PC_LF","A","2017",4.5,
"GBR","HUR","MEN","PC_LF","A","2018",4.125,
"GBR","HUR","MEN","PC_LF","A","2019",4,
"GBR","HUR","MEN","PC_LF","A","2020",4.8,
"PRT","HUR","WOMEN","PC_LF","A","2005",9.416667,
"PRT","HUR","WOMEN","PC_LF","A","2006",9.766666,
"PRT","HUR","WOMEN","PC_LF","A","2007",10.28333,
"PRT","HUR","WOMEN","PC_LF","A","2008",9.575,
"PRT","HUR","WOMEN","PC_LF","A","2009",11.025,
"PRT","HUR","WOMEN","PC_LF","A","2010",12.89167,
"PRT","HUR","WOMEN","PC_LF","A","2011",13.88333,
"PRT","HUR","WOMEN","PC_LF","A","2012",16.39167,
"PRT","HUR","WOMEN","PC_LF","A","2013",17.2,
"PRT","HUR","WOMEN","PC_LF","A","2014",14.91667,
"PRT","HUR","WOMEN","PC_LF","A","2015",13.16667,
"PRT","HUR","WOMEN","PC_LF","A","2016",11.475,
"PRT","HUR","WOMEN","PC_LF","A","2017",9.616667,
"PRT","HUR","WOMEN","PC_LF","A","2018",7.558333,
"PRT","HUR","WOMEN","PC_LF","A","2019",7.325,
"PRT","HUR","WOMEN","PC_LF","A","2020",7.433333,
"IRL","HUR","WOMEN","PC_LF","A","2005",4.658333,
"IRL","HUR","WOMEN","PC_LF","A","2006",4.891667,
"IRL","HUR","WOMEN","PC_LF","A","2007",4.941667,
"IRL","HUR","WOMEN","PC_LF","A","2008",5.716667,
"IRL","HUR","WOMEN","PC_LF","A","2009",9.516666,
"IRL","HUR","WOMEN","PC_LF","A","2010",11.43333,
"IRL","HUR","WOMEN","PC_LF","A","2011",12.525,
"IRL","HUR","WOMEN","PC_LF","A","2012",12.76667,
"IRL","HUR","WOMEN","PC_LF","A","2013",12.43333,
"IRL","HUR","WOMEN","PC_LF","A","2014",10.88333,
"IRL","HUR","WOMEN","PC_LF","A","2015",8.883333,
"IRL","HUR","WOMEN","PC_LF","A","2016",7.608333,
"IRL","HUR","WOMEN","PC_LF","A","2017",6.316667,
"IRL","HUR","WOMEN","PC_LF","A","2018",5.725,
"IRL","HUR","WOMEN","PC_LF","A","2019",4.725,
"IRL","HUR","WOMEN","PC_LF","A","2020",5.9,
"LTU","HUR","WOMEN","PC_LF","A","2005",8.55,
"LTU","HUR","WOMEN","PC_LF","A","2006",5.633333,
"LTU","HUR","WOMEN","PC_LF","A","2007",4.333333,
"LTU","HUR","WOMEN","PC_LF","A","2008",5.608333,
"LTU","HUR","WOMEN","PC_LF","A","2009",10.54167,
"LTU","HUR","WOMEN","PC_LF","A","2010",14.53333,
"LTU","HUR","WOMEN","PC_LF","A","2011",12.93333,
"LTU","HUR","WOMEN","PC_LF","A","2012",11.6,
"LTU","HUR","WOMEN","PC_LF","A","2013",10.49167,
"LTU","HUR","WOMEN","PC_LF","A","2014",9.241667,
"LTU","HUR","WOMEN","PC_LF","A","2015",8.183333,
"LTU","HUR","WOMEN","PC_LF","A","2016",6.683333,
"LTU","HUR","WOMEN","PC_LF","A","2017",5.683333,
"LTU","HUR","WOMEN","PC_LF","A","2018",5.441667,
"LTU","HUR","WOMEN","PC_LF","A","2019",5.525,
"LTU","HUR","WOMEN","PC_LF","A","2020",7.733333,
"DNK","HUR","MEN","PC_LF","A","2005",4.433333,
"DNK","HUR","MEN","PC_LF","A","2006",3.341667,
"DNK","HUR","MEN","PC_LF","A","2007",3.416667,
"DNK","HUR","MEN","PC_LF","A","2008",3.333333,
"DNK","HUR","MEN","PC_LF","A","2009",7.066667,
"DNK","HUR","MEN","PC_LF","A","2010",8.633333,
"DNK","HUR","MEN","PC_LF","A","2011",7.891667,
"DNK","HUR","MEN","PC_LF","A","2012",7.8,
"DNK","HUR","MEN","PC_LF","A","2013",7.116667,
"DNK","HUR","MEN","PC_LF","A","2014",6.741667,
"DNK","HUR","MEN","PC_LF","A","2015",6.05,
"DNK","HUR","MEN","PC_LF","A","2016",5.65,
"DNK","HUR","MEN","PC_LF","A","2017",5.633333,
"DNK","HUR","MEN","PC_LF","A","2018",4.933333,
"DNK","HUR","MEN","PC_LF","A","2019",4.783333,
"DNK","HUR","MEN","PC_LF","A","2020",5.325,
"CZE","HUR","MEN","PC_LF","A","2005",6.475,
"CZE","HUR","MEN","PC_LF","A","2006",5.825,
"CZE","HUR","MEN","PC_LF","A","2007",4.208333,
"CZE","HUR","MEN","PC_LF","A","2008",3.475,
"CZE","HUR","MEN","PC_LF","A","2009",5.85,
"CZE","HUR","MEN","PC_LF","A","2010",6.4,
"CZE","HUR","MEN","PC_LF","A","2011",5.816667,
"CZE","HUR","MEN","PC_LF","A","2012",6.033333,
"CZE","HUR","MEN","PC_LF","A","2013",5.941667,
"CZE","HUR","MEN","PC_LF","A","2014",5.108333,
"CZE","HUR","MEN","PC_LF","A","2015",4.25,
"CZE","HUR","MEN","PC_LF","A","2016",3.383333,
"CZE","HUR","MEN","PC_LF","A","2017",2.358333,
"CZE","HUR","MEN","PC_LF","A","2018",1.791667,
"CZE","HUR","MEN","PC_LF","A","2019",1.716667,
"CZE","HUR","MEN","PC_LF","A","2020",2.233333,
"SVN","HUR","MEN","PC_LF","A","2005",6.075,
"SVN","HUR","MEN","PC_LF","A","2006",4.925,
"SVN","HUR","MEN","PC_LF","A","2007",3.991667,
"SVN","HUR","MEN","PC_LF","A","2008",4.008333,
"SVN","HUR","MEN","PC_LF","A","2009",5.891667,
"SVN","HUR","MEN","PC_LF","A","2010",7.433333,
"SVN","HUR","MEN","PC_LF","A","2011",8.183333,
"SVN","HUR","MEN","PC_LF","A","2012",8.4,
"SVN","HUR","MEN","PC_LF","A","2013",9.458333,
"SVN","HUR","MEN","PC_LF","A","2014",8.95,
"SVN","HUR","MEN","PC_LF","A","2015",8.058333,
"SVN","HUR","MEN","PC_LF","A","2016",7.508333,
"SVN","HUR","MEN","PC_LF","A","2017",5.791667,
"SVN","HUR","MEN","PC_LF","A","2018",4.6,
"SVN","HUR","MEN","PC_LF","A","2019",4.008333,
"SVN","HUR","MEN","PC_LF","A","2020",4.4,
"NOR","HUR","WOMEN","PC_LF","A","2005",4.325,"B"
"NOR","HUR","WOMEN","PC_LF","A","2006",3.633333,
"NOR","HUR","WOMEN","PC_LF","A","2007",2.758333,
"NOR","HUR","WOMEN","PC_LF","A","2008",2.825,
"NOR","HUR","WOMEN","PC_LF","A","2009",3.033333,
"NOR","HUR","WOMEN","PC_LF","A","2010",3.316667,
"NOR","HUR","WOMEN","PC_LF","A","2011",3.375,
"NOR","HUR","WOMEN","PC_LF","A","2012",3.091667,
"NOR","HUR","WOMEN","PC_LF","A","2013",3.733333,
"NOR","HUR","WOMEN","PC_LF","A","2014",3.608333,
"NOR","HUR","WOMEN","PC_LF","A","2015",4.366667,
"NOR","HUR","WOMEN","PC_LF","A","2016",4.175,
"NOR","HUR","WOMEN","PC_LF","A","2017",3.958333,
"NOR","HUR","WOMEN","PC_LF","A","2018",3.8,
"NOR","HUR","WOMEN","PC_LF","A","2019",3.625,
"NOR","HUR","WOMEN","PC_LF","A","2020",4.541667,
"USA","HUR","MEN","PC_LF","A","2005",5.091667,
"USA","HUR","MEN","PC_LF","A","2006",4.616667,
"USA","HUR","MEN","PC_LF","A","2007",4.725,
"USA","HUR","MEN","PC_LF","A","2008",6.091667,
"USA","HUR","MEN","PC_LF","A","2009",10.29167,
"USA","HUR","MEN","PC_LF","A","2010",10.51667,
"USA","HUR","MEN","PC_LF","A","2011",9.375,
"USA","HUR","MEN","PC_LF","A","2012",8.225,
"USA","HUR","MEN","PC_LF","A","2013",7.625,
"USA","HUR","MEN","PC_LF","A","2014",6.258333,
"USA","HUR","MEN","PC_LF","A","2015",5.375,
"USA","HUR","MEN","PC_LF","A","2016",4.941667,
"USA","HUR","MEN","PC_LF","A","2017",4.4,
"USA","HUR","MEN","PC_LF","A","2018",3.95,
"USA","HUR","MEN","PC_LF","A","2019",3.725,
"USA","HUR","MEN","PC_LF","A","2020",7.808333,
"FRA","HUR","WOMEN","PC_LF","A","2005",9.625,
"FRA","HUR","WOMEN","PC_LF","A","2006",9.5,
"FRA","HUR","WOMEN","PC_LF","A","2007",8.408334,
"FRA","HUR","WOMEN","PC_LF","A","2008",7.791667,
"FRA","HUR","WOMEN","PC_LF","A","2009",9.241667,
"FRA","HUR","WOMEN","PC_LF","A","2010",9.5,
"FRA","HUR","WOMEN","PC_LF","A","2011",9.5,
